(2E)-but-2-enal (IUPAC Name) 4170-30-3 (CAS Number) Member of Category:  no View Dataset... ;Short-term toxicity to fish   Study result type: experimental study Reliability: 1 (reliable without restriction)   Test guideline, Qualifier: according to Test guideline, Guideline: EPA OTS 797.1400 (Fish Acute Toxicity Test)  Test organisms (species): Pimephales promelas Total exposure duration: 96 h  Effect concentrations, Endpoint: NOEC Effect concentrations, Effect conc.: 0.51 mg/L Effect concentrations, Basis for effect: mortality  Effect concentrations, Endpoint: LC50 Effect concentrations, Effect conc.: 0.84 mg/L Effect concentrations, Basis for effect: mortality;ECHA CHEM  
(2E)-but-2-enal (IUPAC Name) 4170-30-3 (CAS Number) Member of Category:  no View Dataset... ;Short-term toxicity to fish   Study result type: experimental study Reliability: 2 (reliable with restrictions)   Test guideline, Qualifier: equivalent or similar to Test guideline, Guideline: OECD Guideline 203 (Fish, Acute Toxicity Test)  Test organisms (species): Lepomis macrochirus Total exposure duration: 96 h  Effect concentrations, Endpoint: LC50 Effect concentrations, Effect conc.: 3 mg/L Effect concentrations, Basis for effect: mortality  Effect concentrations, Endpoint: LC50 Effect concentrations, Effect conc.: 3.5 mg/L Effect concentrations, Basis for effect: mortality;ECHA CHEM  
(2E)-but-2-enal (IUPAC Name) 4170-30-3 (CAS Number) Member of Category:  no View Dataset... ;Short-term toxicity to fish   Study result type: experimental study Reliability: 2 (reliable with restrictions)   Test guideline, Qualifier: equivalent or similar to Test guideline, Guideline: OECD Guideline 203 (Fish, Acute Toxicity Test)  Test organisms (species): Menidia beryllina Total exposure duration: 96 h  Effect concentrations, Endpoint: LC50 Effect concentrations, Effect conc.: 1.1 mg/L Effect concentrations, Basis for effect: mortality  Effect concentrations, Endpoint: LC50 Effect concentrations, Effect conc.: 1.3 mg/L Effect concentrations, Basis for effect: mortality;ECHA CHEM  
(2E)-but-2-enal (IUPAC Name) 4170-30-3 (CAS Number) Member of Category:  no View Dataset... ;Short-term toxicity to fish   Study result type: experimental study Reliability: 1 (reliable without restriction)   Test guideline, Qualifier: according to Test guideline, Guideline: EPA OTS 797.1400 (Fish Acute Toxicity Test)  Test organisms (species): Oncorhynchus mykiss (previous name: Salmo gairdneri) Total exposure duration: 96 h  Effect concentrations, Endpoint: NOEC Effect concentrations, Effect conc.: 0.27 mg/L Effect concentrations, Basis for effect: behaviour  Effect concentrations, Endpoint: LC50 Effect concentrations, Effect conc.: 0.65 mg/L Effect concentrations, Basis for effect: mortality;ECHA CHEM  
(2E)-but-2-enal (IUPAC Name) 4170-30-3 (CAS Number) Member of Category:  no View Dataset... ;Toxicity to aquatic algae and cyanobacteria   Study result type: experimental study Reliability: 1 (reliable without restriction)   Test guideline, Qualifier: according to Test guideline, Guideline: EPA OTS 797.1050 (Algal Toxicity, Tiers I and II)  Test type: static Total exposure duration: 96 h  Effect concentrations, Endpoint: EC10 Effect concentrations, Effect conc.: < 0.385 mg/L Effect concentrations, Basis for effect: growth rate  Effect concentrations, Endpoint: EC50 Effect concentrations, Effect conc.: 0.597 mg/L Effect concentrations, Basis for effect: growth rate  Effect concentrations, Endpoint: EC50 Effect concentrations, Effect conc.: 0.646 mg/L Effect concentrations, Basis for effect: growth rate  Effect concentrations, Endpoint: EC50 Effect concentrations, Effect conc.: 8.492 mg/L Effect concentrations, Basis for effect: growth rate  Effect concentrations, Endpoint: EC50 Effect concentrations, Effect conc.: < 0.881 mg/L Effect concentrations, Basis for effect: growth rate;ECHA CHEM  
(6E)-7,11-dimethyl-3-methylidenedodeca-1,6,10-triene (IUPAC Name) 18794-84-8 (CAS Number) Member of Category:  no View Dataset... ;Long-term toxicity to aquatic invertebrates   Study result type: experimental study Reliability: 1 (reliable without restriction)   Test guideline, Qualifier: according to Test guideline, Guideline: EPA OPPTS 850.1300 (Daphnid Chronic Toxicity Test)  Test guideline, Qualifier: according to Test guideline, Guideline: OECD Guideline 211 (Daphnia magna Reproduction Test)  Test organisms (species): Daphnia magna Total exposure duration: 21 d  Effect concentrations, Endpoint: NOEC Effect concentrations, Effect conc.: >= 77 µg/L Effect concentrations, Basis for effect: mortality  Effect concentrations, Endpoint: NOEC Effect concentrations, Effect conc.: 54 µg/L Effect concentrations, Basis for effect: other: growth: length  Effect concentrations, Endpoint: NOEC Effect concentrations, Effect conc.: >= 77 µg/L Effect concentrations, Basis for effect: other: dry weigth  Effect concentrations, Endpoint: NOEC Effect concentrations, Effect conc.: 54 µg/L Effect concentrations, Basis for effect: reproduction;ECHA CHEM  
(6E)-7,11-dimethyl-3-methylidenedodeca-1,6,10-triene (IUPAC Name) 18794-84-8 (CAS Number) Member of Category:  no View Dataset... ;Long-term toxicity to fish   Study result type: experimental study Reliability: 2 (reliable with restrictions)   Test guideline, Qualifier: according to Test guideline, Guideline: OECD Guideline 210 (Fish, Early-Life Stage Toxicity Test)  Test organisms (species): Pimephales promelas Total exposure duration: 32 d  Effect concentrations, Endpoint: NOEC Effect concentrations, Effect conc.: 66 µg/L Effect concentrations, Basis for effect: other: hatch success, survival, growth;ECHA CHEM  
(9Z)-N-(2-hydroxypropyl)octadec-9-enamide (IUPAC Name) 111-05-7 (CAS Number) Member of Category:  no View Dataset... ;Long-term toxicity to aquatic invertebrates   Study result type: experimental study Reliability: 1 (reliable without restriction)   Test guideline, Qualifier: according to Test guideline, Guideline: OECD Guideline 211 (Daphnia magna Reproduction Test)  Test organisms (species): Daphnia magna Total exposure duration: 21 d  Effect concentrations, Endpoint: LOEC Effect concentrations, Effect conc.: 0.147 mg/L Effect concentrations, Basis for effect: mortality  Effect concentrations, Endpoint: EC50 Effect concentrations, Effect conc.: > 0.147 < 1.566 mg/L Effect concentrations, Basis for effect: mortality  Effect concentrations, Endpoint: LOEC Effect concentrations, Effect conc.: 0.511 mg/L Effect concentrations, Basis for effect: reproduction Reproduction (based on parents alive at the end of the test)  Effect concentrations, Endpoint: LOEC Effect concentrations, Effect conc.: 0.511 mg/L Effect concentrations, Basis for effect: reproduction Population growth (based on parents living at the start of the test)  Effect concentrations, Endpoint: EC50 Effect concentrations, Effect conc.: > 0.147 < 1.566 mg/L Effect concentrations, Basis for effect: reproduction Population growth (based on parents living at the start of the test)  Effect concentrations, Endpoint: NOEC Effect concentrations, Effect conc.: 0.052 mg/L Effect concentrations, Basis for effect: mortality  Effect concentrations, Endpoint: NOEC Effect concentrations, Effect conc.: 0.147 mg/L Effect concentrations, Basis for effect: reproduction Reproduction (based on parents alive at the end of the test)  Effect concentrations, Endpoint: NOEC Effect concentrations, Effect conc.: 0.147 mg/L Effect concentrations, Basis for effect: reproduction Population growth (based on parents living at the start of the test);ECHA CHEM  
(9Z)-N-(2-hydroxypropyl)octadec-9-enamide (IUPAC Name) 111-05-7 (CAS Number) Member of Category:  no View Dataset... ;Long-term toxicity to fish   Study result type: experimental study Reliability: 1 (reliable without restriction)   Test guideline, Qualifier: according to Test guideline, Guideline: OECD Guideline 210 (Fish, Early-Life Stage Toxicity Test)  Test organisms (species): Pimephales promelas Total exposure duration: 33 d  Effect concentrations, Endpoint: NOEC Effect concentrations, Effect conc.: 0.081 mg/L Effect concentrations, Basis for effect: other: survival and growth  Effect concentrations, Endpoint: NOEC Effect concentrations, Effect conc.: 0.67 mg/L Effect concentrations, Basis for effect: other: Survival and Growth;ECHA CHEM  
(9Z)-N-(2-hydroxypropyl)octadec-9-enamide (IUPAC Name) 111-05-7 (CAS Number) Member of Category:  no View Dataset... ;Toxicity to aquatic algae and cyanobacteria   Study result type: experimental study Reliability: 1 (reliable without restriction)   Test guideline, Qualifier: according to Test guideline, Guideline: OECD Guideline 201 (Alga, Growth Inhibition Test)  Test type: static Total exposure duration: 72 h  Effect concentrations, Endpoint: EC10 Effect concentrations, Effect conc.: 0.02 mg/L Effect concentrations, Basis for effect: growth rate  Effect concentrations, Endpoint: NOEC Effect concentrations, Effect conc.: 0.031 mg/L Effect concentrations, Basis for effect: growth rate  Effect concentrations, Endpoint: EC50 Effect concentrations, Effect conc.: 0.11 mg/L Effect concentrations, Basis for effect: growth rate;ECHA CHEM  
(methyldisulfanyl)methane (IUPAC Name) 624-92-0 (CAS Number) Member of Category:  no View Dataset... ;Long-term toxicity to aquatic invertebrates   Study result type: experimental study Reliability: 1 (reliable without restriction)   Test guideline, Qualifier: according to Test guideline, Guideline: OECD Guideline 211 (Daphnia magna Reproduction Test)  Test organisms (species): Daphnia magna Total exposure duration: 21 d  Effect concentrations, Endpoint: LOEC Effect concentrations, Effect conc.: 0.159 mg/L Effect concentrations, Basis for effect: reproduction  Effect concentrations, Endpoint: NOEC Effect concentrations, Effect conc.: 0.089 mg/L Effect concentrations, Basis for effect: reproduction;ECHA CHEM  
(methyldisulfanyl)methane (IUPAC Name) 624-92-0 (CAS Number) Member of Category:  no View Dataset... ;Long-term toxicity to aquatic invertebrates   Study result type: experimental study Reliability: 1 (reliable without restriction)   Test guideline, Qualifier: according to Test guideline, Guideline: OECD Guideline 211 (Daphnia magna Reproduction Test)  Test organisms (species): Daphnia magna Total exposure duration: 21 d  Effect concentrations, Endpoint: LOEC Effect concentrations, Effect conc.: 0.005 mg/L Effect concentrations, Basis for effect: reproduction  Effect concentrations, Endpoint: NOEC Effect concentrations, Effect conc.: 0.0025 mg/L Effect concentrations, Basis for effect: reproduction;ECHA CHEM  
(methyldisulfanyl)methane (IUPAC Name) 624-92-0 (CAS Number) Member of Category:  no View Dataset... ;Long-term toxicity to fish   Study result type: experimental study Reliability: 1 (reliable without restriction)   Test guideline, Qualifier: according to Test guideline, Guideline: OECD Guideline 210 (Fish, Early-Life Stage Toxicity Test)  Test organisms (species): Cyprinodon variegatus Total exposure duration: 28 d  Effect concentrations, Endpoint: LOEC Effect concentrations, Effect conc.: 0.952 mg/L Effect concentrations, Basis for effect: other: hatchability and fry survival  Effect concentrations, Endpoint: NOEC Effect concentrations, Effect conc.: 0.473 mg/L Effect concentrations, Basis for effect: other: hatchability and fry survival;ECHA CHEM  
(methyldisulfanyl)methane (IUPAC Name) 624-92-0 (CAS Number) Member of Category:  no View Dataset... ;Long-term toxicity to fish   Study result type: experimental study Reliability: 1 (reliable without restriction)   Test guideline, Qualifier: according to Test guideline, Guideline: OECD Guideline 210 (Fish, Early-Life Stage Toxicity Test)  Test organisms (species): Pimephales promelas Total exposure duration: 28 d  Effect concentrations, Endpoint: LOEC Effect concentrations, Effect conc.: 1.87 mg/L Effect concentrations, Basis for effect: other: fry survival  Effect concentrations, Endpoint: NOEC Effect concentrations, Effect conc.: 0.936 mg/L Effect concentrations, Basis for effect: other: fry survival;ECHA CHEM  
(methyldisulfanyl)methane (IUPAC Name) 624-92-0 (CAS Number) Member of Category:  no View Dataset... ;Short-term toxicity to aquatic invertebrates   Study result type: experimental study Reliability: 1 (reliable without restriction)   Test guideline, Qualifier: according to Test guideline, Guideline: EPA OPPTS 850.1010 (Aquatic Invertebrate Acute Toxicity Test, Freshwater Daphnids)  Test guideline, Qualifier: according to Test guideline, Guideline: EU Method C.2 (Acute Toxicity for Daphnia)  Test guideline, Qualifier: according to Test guideline, Guideline: OECD Guideline 202 (Daphnia sp. Acute Immobilisation Test)  Test organisms (species): Daphnia magna Total exposure duration: 48 h  Effect concentrations, Endpoint: EC10 Effect concentrations, Effect conc.: 1.54 mg/L Effect concentrations, Basis for effect: mobility  Effect concentrations, Endpoint: EC10 Effect concentrations, Effect conc.: 1.14 mg/L Effect concentrations, Basis for effect: mobility  Effect concentrations, Endpoint: LOEC Effect concentrations, Effect conc.: 1.79 mg/L Effect concentrations, Basis for effect: mobility  Effect concentrations, Endpoint: NOEC Effect concentrations, Effect conc.: 0.618 mg/L Effect concentrations, Basis for effect: mobility  Effect concentrations, Endpoint: EC50 Effect concentrations, Effect conc.: 2.72 mg/L Effect concentrations, Basis for effect: mobility  Effect concentrations, Endpoint: EC50 Effect concentrations, Effect conc.: 1.82 mg/L Effect concentrations, Basis for effect: mobility;ECHA CHEM  
(methyldisulfanyl)methane (IUPAC Name) 624-92-0 (CAS Number) Member of Category:  no View Dataset... ;Short-term toxicity to aquatic invertebrates   Study result type: experimental study Reliability: 1 (reliable without restriction)   Test guideline, Qualifier: according to Test guideline, Guideline: EU Method C.2 (Acute Toxicity for Daphnia)  Test guideline, Qualifier: according to Test guideline, Guideline: OECD Guideline 202 (Daphnia sp. Acute Immobilisation Test)  Test organisms (species): Daphnia magna Total exposure duration: 48 h  Effect concentrations, Endpoint: EC50 Effect concentrations, Effect conc.: 13.4 mg/L Effect concentrations, Basis for effect: mobility  Effect concentrations, Endpoint: EC50 Effect concentrations, Effect conc.: 7 mg/L Effect concentrations, Basis for effect: mobility;ECHA CHEM  
(methyldisulfanyl)methane (IUPAC Name) 624-92-0 (CAS Number) Member of Category:  no View Dataset... ;Short-term toxicity to fish   Study result type: experimental study Reliability: 1 (reliable without restriction)   Test guideline, Qualifier: according to Test guideline, Guideline: EPA OPPTS 850.1075 (Freshwater and Saltwater Fish Acute Toxicity Test)  Test organisms (species): Cyprinodon variegatus Total exposure duration: 96 h  Effect concentrations, Endpoint: LC50 Effect concentrations, Effect conc.: 5.6 mg/L Effect concentrations, Basis for effect: mortality;ECHA CHEM  
(methyldisulfanyl)methane (IUPAC Name) 624-92-0 (CAS Number) Member of Category:  no View Dataset... ;Toxicity to aquatic algae and cyanobacteria   Study result type: experimental study Reliability: 1 (reliable without restriction)   Test guideline, Qualifier: according to Test guideline, Guideline: EPA OPPTS 850.5400 (Algal Toxicity, Tiers I and II)  Test guideline, Qualifier: according to Test guideline, Guideline: EU Method C.3 (Algal Inhibition test)  Test guideline, Qualifier: according to Test guideline, Guideline: OECD Guideline 201 (Alga, Growth Inhibition Test)  Test type: static Total exposure duration: 72 h  Effect concentrations, Endpoint: LOEC Effect concentrations, Effect conc.: 9.4 mg/L Effect concentrations, Basis for effect: biomass  Effect concentrations, Endpoint: LOEC Effect concentrations, Effect conc.: 20.6 mg/L Effect concentrations, Basis for effect: growth rate  Effect concentrations, Endpoint: NOEC Effect concentrations, Effect conc.: 5.73 mg/L Effect concentrations, Basis for effect: biomass  Effect concentrations, Endpoint: EC50 Effect concentrations, Effect conc.: 14.3 mg/L Effect concentrations, Basis for effect: biomass  Effect concentrations, Endpoint: NOEC Effect concentrations, Effect conc.: 9.4 mg/L Effect concentrations, Basis for effect: growth rate  Effect concentrations, Endpoint: EC50 Effect concentrations, Effect conc.: 25.6 mg/L Effect concentrations, Basis for effect: growth rate;ECHA CHEM  
(methyldisulfanyl)methane (IUPAC Name) 624-92-0 (CAS Number) Member of Category:  no View Dataset... ;Toxicity to aquatic algae and cyanobacteria   Study result type: experimental study Reliability: 1 (reliable without restriction)   Test guideline, Qualifier: according to Test guideline, Guideline: EPA OPPTS 850.5400 (Algal Toxicity, Tiers I and II)  Test guideline, Qualifier: according to Test guideline, Guideline: EU Method C.3 (Algal Inhibition test)  Test guideline, Qualifier: according to Test guideline, Guideline: OECD Guideline 201 (Alga, Growth Inhibition Test)  Test type: static Total exposure duration: 96 h  Effect concentrations, Endpoint: EC50 Effect concentrations, Effect conc.: 0.31 mg/L Effect concentrations, Basis for effect: other: cell density;ECHA CHEM  
(methyldisulfanyl)methane (IUPAC Name) 624-92-0 (CAS Number) Member of Category:  no View Dataset... ;Toxicity to aquatic algae and cyanobacteria   Study result type: experimental study Reliability: 1 (reliable without restriction)   Test guideline, Qualifier: according to Test guideline, Guideline: EPA OPPTS 850.5400 (Algal Toxicity, Tiers I and II)  Test guideline, Qualifier: according to Test guideline, Guideline: EU Method C.3 (Algal Inhibition test)  Test guideline, Qualifier: according to Test guideline, Guideline: OECD Guideline 201 (Alga, Growth Inhibition Test)  Test type: static Total exposure duration: 96 h  Effect concentrations, Endpoint: EC50 Effect concentrations, Effect conc.: 1.3 mg/L Effect concentrations, Basis for effect: other: cell density;ECHA CHEM  
(methyldisulfanyl)methane (IUPAC Name) 624-92-0 (CAS Number) Member of Category:  no View Dataset... ;Toxicity to aquatic algae and cyanobacteria   Study result type: experimental study Reliability: 1 (reliable without restriction)   Test guideline, Qualifier: according to Test guideline, Guideline: EPA OPPTS 850.5400 (Algal Toxicity, Tiers I and II)  Test guideline, Qualifier: according to Test guideline, Guideline: EU Method C.3 (Algal Inhibition test)  Test guideline, Qualifier: according to Test guideline, Guideline: OECD Guideline 201 (Alga, Growth Inhibition Test)  Test type: static Total exposure duration: 96 h  Effect concentrations, Endpoint: EC50 Effect concentrations, Effect conc.: 20 mg/L Effect concentrations, Basis for effect: other: cell density;ECHA CHEM  
(methyldisulfanyl)methane (IUPAC Name) 624-92-0 (CAS Number) Member of Category:  no View Dataset... ;Toxicity to aquatic algae and cyanobacteria   Study result type: experimental study Reliability: 1 (reliable without restriction)   Test guideline, Qualifier: according to Test guideline, Guideline: EU Method C.3 (Algal Inhibition test)  Test guideline, Qualifier: according to Test guideline, Guideline: OECD Guideline 201 (Alga, Growth Inhibition Test)  Test type: static Total exposure duration: 72 h  Effect concentrations, Endpoint: EC10 Effect concentrations, Effect conc.: 4.3 mg/L Effect concentrations, Basis for effect: biomass  Effect concentrations, Endpoint: NOEC Effect concentrations, Effect conc.: 10.43 mg/L Effect concentrations, Basis for effect: biomass  Effect concentrations, Endpoint: EC10 Effect concentrations, Effect conc.: 9.3 mg/L Effect concentrations, Basis for effect: growth rate  Effect concentrations, Endpoint: EC50 Effect concentrations, Effect conc.: 11 mg/L Effect concentrations, Basis for effect: biomass  Effect concentrations, Endpoint: NOEC Effect concentrations, Effect conc.: 10.43 mg/L Effect concentrations, Basis for effect: growth rate  Effect concentrations, Endpoint: EC50 Effect concentrations, Effect conc.: 35 mg/L Effect concentrations, Basis for effect: growth rate;ECHA CHEM  
- (IUPAC Name) 451-530-8 (EC Number) Member of Category:  no View Dataset... ;Long-term toxicity to aquatic invertebrates   Study result type: experimental study Reliability: 1 (reliable without restriction)   Test guideline, Qualifier: according to Test guideline, Guideline: OECD Guideline 211 (Daphnia magna Reproduction Test)  Test organisms (species): Daphnia magna Total exposure duration: 21 d  Effect concentrations, Endpoint: EC50 Effect concentrations, Effect conc.: >= 70 µg/L Effect concentrations, Basis for effect: reproduction  Effect concentrations, Endpoint: EC10 Effect concentrations, Effect conc.: >= 70 µg/L Effect concentrations, Basis for effect: reproduction  Effect concentrations, Endpoint: NOEC Effect concentrations, Effect conc.: >= 70 µg/L Effect concentrations, Basis for effect: reproduction;ECHA CHEM  
- (IUPAC Name) 1317-39-1 (CAS Number) Member of Category:  no View Dataset... ;Long-term toxicity to aquatic invertebrates   Study result type: experimental study Reliability: 2 (reliable with restrictions)   Test guideline, Qualifier: according to Test guideline, Guideline: OECD Guideline 211 (Daphnia magna Reproduction Test) N°202 for Daphnia magna  Test organisms (species): Daphnia magna Total exposure duration: 21 d  Effect concentrations, Endpoint: NOEC Effect concentrations, Effect conc.: 181 µg/L Effect concentrations, Basis for effect: reproduction  Effect concentrations, Endpoint: NOEC Effect concentrations, Effect conc.: 106 µg/L Effect concentrations, Basis for effect: reproduction  Effect concentrations, Endpoint: NOEC Effect concentrations, Effect conc.: 68.8 µg/L Effect concentrations, Basis for effect: reproduction  Effect concentrations, Endpoint: NOEC Effect concentrations, Effect conc.: 71.4 µg/L Effect concentrations, Basis for effect: reproduction  Effect concentrations, Endpoint: NOEC Effect concentrations, Effect conc.: 21.5 µg/L Effect concentrations, Basis for effect: reproduction  Effect concentrations, Endpoint: NOEC Effect concentrations, Effect conc.: 28 µg/L Effect concentrations, Basis for effect: reproduction;ECHA CHEM  
- (IUPAC Name) 12411-64-2 (CAS Number) Member of Category:  no View Dataset... ;Long-term toxicity to aquatic invertebrates   Study result type: experimental study Reliability: 1 (reliable without restriction)   Test guideline, Qualifier: according to Test guideline, Guideline: OECD Guideline 211 (Daphnia magna Reproduction Test)  Test organisms (species): Daphnia magna Total exposure duration: 21 d  Effect concentrations, Endpoint: EC50 Effect concentrations, Effect conc.: 203.9 mg/L Effect concentrations, Basis for effect: reproduction  Effect concentrations, Endpoint: EC10 Effect concentrations, Effect conc.: 105.6 mg/L Effect concentrations, Basis for effect: reproduction  Effect concentrations, Endpoint: LOEC Effect concentrations, Effect conc.: 196 mg/L Effect concentrations, Basis for effect: reproduction  Effect concentrations, Endpoint: NOEC Effect concentrations, Effect conc.: 112 mg/L Effect concentrations, Basis for effect: reproduction;ECHA CHEM  
- (IUPAC Name) 485-320-2 (EC Number) Member of Category:  no View Dataset... ;Long-term toxicity to aquatic invertebrates   Study result type: experimental study Reliability: 1 (reliable without restriction)   Test guideline, Qualifier: according to Test guideline, Guideline: EPA OPPTS 850.1300 (Daphnid Chronic Toxicity Test) , draft  Test guideline, Qualifier: according to Test guideline, Guideline: OECD Guideline 211 (Daphnia magna Reproduction Test)  Test organisms (species): Daphnia magna Total exposure duration: 21 d  Effect concentrations, Endpoint: LOEC Effect concentrations, Effect conc.: 111.6 mg/L Effect concentrations, Basis for effect: reproduction  Effect concentrations, Endpoint: NOEC Effect concentrations, Effect conc.: 57.2 mg/L Effect concentrations, Basis for effect: reproduction;ECHA CHEM  
